person_id,institution,program,location
42649,Houston Community College,AAS in Petroleum Engineering Technology,"Houston, TX"
42650,"University of Puerto Rico - Mayagüez, PR",BS in Computer Engineering,"Mayagüez, PR"
42651,San Jose State University,Bachelor's in Management Information Systems,"San Jose, CA"
42652,JNTU K,Bachelor's in computer science and Engineering,
42652,Southern Arkansas University,Master's in computer science and Information Technology,
42653,Scottsdale Community College,Bachelor of Computer Science,"Scottsdale, AZ"
42654,Art Institute of Philadelphia,Associate in Web & Graphic Design,"Philadelphia, PA"
42655,Art Institute of Orange County,Associates Degree in Media Arts & Design,Orange County
42655,L.A. Trade Tech College,Certificate Computer Technician,Los Angeles
42656,Ivy Tech Community College,Automotive Engineering Technology,
42657,University of California - Los Angeles,BA,"Los Angeles, CA"
42657,Santa Monica College,,"Santa Monica, CA"
42660,Lincoln Challenge Academy,General education classes and military based discipline training,"Rantoul, IL"
42660,Oak Park & River Forest High School,High school or equivalent,"Oak Park, IL"
42661,Stratford University,Master's,
42661,"Sathyabama University - Chennai, Tamil Nadu",Master's,"Chennai, Tamil Nadu"
42662,Art Center College of Design,Illustration / Graphics,Pasadena
42663,,,
42664,Orange County Code School,Software Development,"Newport Beach, CA"
42664,California State University Fullerton,Bachelor's in Psychology,"Fullerton, CA"
42664,Orange Coast College,Associate in Arts in Child and Adolescent Studies,"Costa Mesa, CA"
42666,Centre for Development of Advanced Computing,Dipl in 3D Animation,"Chandigard, India"
42666,Universidad de las Ciencias Informáticas,Bachelor's in Computer Science,"Havana, IL"
42667,Florida Vocational Institute,Diploma in Computer Engineering,"Hialeah, FL"
42668,University of Michigan Ann Arbor,Bachelor's in Architecture,"Ann Arbor, MI"
42668,University of Michigan Ann Arbor,Master's in Architecture,"Ann Arbor, MI"
42668,Grand Circus Detroit,"Front-End Bootcamp in JavaScript, jQuery, AngularJS","Detroit, MI"
42669,PURDUE UNIVERSITY,MASTERS in COMPUTER SCIENCE,"West Lafayette, IN"
42671,Chandler Gilbert Community College,General Studies Program,Present
42672,San Francisco State University,Multi-Media,"San Francisco, CA"
42672,Minneapolis Community and Technical College,Graphic Design,"Minneapolis, MN"
42673,Western Michigan University,MS in Enterprise Applications/GIS,"Kalamazoo, MI"
42673,KNUST,BS. Computer Science,Ghana
42677,Louisiana State University,MBA in Project Management,
42677,Texas State University,B.S. in Computer Science,
42678,,,
42679,Texas State University,Bachelor of Science in Computer Science,"San Marcos, TX"
42680,Gujarat Technological University,Bachelor in Information Technology,Information Technology
42681,University of South Florida,Business Analytics and Information Systems,"Tampa, FL"
42681,Vasavi College of Engineering,Electronics and Communication Engineering,"Hyderabad, Telangana"
42682,California State University-Monterey Bay,Bachelor's in Computer Science,"Seaside, CA"
42682,Diablo Valley College,Associate in Computer Science,"Pleasant Hill, CA"
42683,DePaul University,Master's in Computer Science,"Chicago, IL"
42683,The University of British Columbia,Computer Science,"Vancouver, BC"
42683,University of Illinois at Chicago,Bachelor's in English - Writing,"Chicago, IL"
42684,Rochester Institute of Technology,business analytics,"Rochester, NY"
42685,Northern Illinois University,Bachelor of Science in Computer Science,
42686,San Jose State University,Bachelor of Science in Public Administration,"San Jose, California"
42687,GEORGIA SOUTHERN UNIVERSITY,Bachelor of Business Administration in Management,"Statesboro, GA"
42687,Learning Tree,Certificate,
42687,SAP University Alliance,,
42688,Chattahoochee Technical College,A.A.S. in Computer Information Systems in Security Specialist,"Marietta, GA"
42689,Arizona State University,Bachelor of Science in Graphic Information Technology,"Tempe, AZ"
42689,Purdue University,,"West Lafayette, IN"
42690,South East European University,"Bachelor of Science in (BSc), Computer Science",Tetovo
42691,UNIVERSITY TECHNOLOGY,,
42691,Colegio Santa teresa de Jesús,,
42692,California State University,BS in International Business management/Marketing,
42694,Colorado Christian University,Bachelor of Science in Information System Management,"Lakewood, CO"
42695,Texas Woman's University,Masters of Science in Informatics,
42695,Michigan State University,Master's Certification,
42695,Texas Tech University,Bachelor of Business Administration in Management Information Systems,"Tech, Texas, US"
42696,Jawaharlal Nehru Technological University,Bachelor of Technology in Electronics and Communications Engineering,"Kakinada, Andhra Pradesh"
42697,New Horizons Learning Center,,"Dayton, OH"
42697,University of Northwestern Ohio,Business Management,"Lima, OH"
42697,Sullivan University,Security +,
42698,Bethany Global University,Cross Cultural Studies,"Bloomington, MN"
42698,La Concordia,English,
42699,St. Petersburg College,Associate in Business Marketing,"Saint Petersburg, FL"
42699,Culver City High School,High School Diploma,"Culver City, CA"
42700,University of Phoenix,M.S. Computer in Information Systems,
42700,Western Michigan University,M.F.A.,
42700,Indiana University,B.F.A.,
42701,State University,Master of Science in Management Information Systems,
42701,University of Maryland University College,Bachelor of Science in Business Administration,
42702,"California State University - Sacramento, CA",Bachelor of Business Administration in International Business/Marketing,"Sacramento, CA"
42703,The University of Arizona,Bachelor of Arts in Behavioral Economics and Consumer Judgement & Decision-Making,
42704,Lindenwood University,"Master of Science in (MS), Administration, Integrated Marketing Communications","Saint Charles, MO"
42704,University of Missouri - St. Louis,"Bachelor of Science in (BS), Communication, Technical Writing","St. Louis, MO"
42705,University of San Diego,Master's in Global Leadership,"San Diego, CA"
42705,United States Naval Academy,Bachelor's in English,"Annapolis, MD"
42706,VIRGINIA STATE UNIVERSITY,Bachelor of Arts in English,"Petersburg, VA"
42707,University of Phoenix,BS in Information Technology,
42708,The Ohio State University,Bachelor of Science in Education in Credentials,"Columbus, OH"
42709,High school or equivalent,,
42710,University of Memphis,Master of Science in Management Information Systems,
42710,Grambling State University,Bachelor of Science in Computer Information Systems,
42711,South Granville High,,"Creedmoor, NC"
42712,Red Rocks Community College,,"Denver, CO"
42713,Virginia Polytechnic Institute and State University,Bachelor's in History,"Blacksburg, VA"
42715,University of Aberdeen,MBA,Aberdeen
42715,University of Aberdeen,Masters of Science in Information Technology,Aberdeen
42715,University of Ilorin,Bachelors Degree in Agriculture,
42716,Westminster College,Bachelor's in Business Administration,"Salt Lake City, UT"
42717,Colorado State University,Bachelors of Science in Business Administration & Computer Information Systems,Colorado
42718,Strayer University,Master of Business Administration in Human Resource Management,"Millersville, MD"
42719,Strayer University,BA in Audio/Engineer Production/Marketing Management,
42719,Full Sail University,IT course completion certification,"Orlando, FL"
42719,Nova Community College,,
42720,Purdue University Global,Master's Degree in Healthcare Informatics,
42720,American Intercontinental University,Bachelor's Degree in Business Administration,
42720,Kaplan University,Associates Degree in Health Information Technology,
42720,Albany Technical College,Diploma in Practical Nursing,
42721,Western Connecticut State University,Bachelor of Business Administration in Financial Investments,"Danbury, CT"
42723,Normandale College,Diploma,
42723,Eden Prairie High School,,
42724,St. Louis University,P.M.P. Certification,St. Louis
42724,University of Missouri St. Louis,Masters of Public Policy in Public Policy,"St. Louis, MO"
42724,University of Missouri St. Louis,BA in Public Policy Administration & Business Administration,"St. Louis, MO"
42725,Michigan State University,Bachelor of Science in Sociology,"East Lansing, MI"
42726,"Keller Graduate School of Management - Chicago, IL",Master of Business Administration in Project Management,"Chicago, IL"
42726,"DeVry University - Chicago, IL",Bachelor of Science in Computer Information Systems,"Chicago, IL"
42727,University of La Verne,Bachelor of Arts in Business Administration and Management,
42728,Southern Columbia University,MBA,"Orange Beach, AL"
42728,Northeastern Illinois University of Chicago,MS,"Chicago, IL"
42728,Andhra University,"BS in Automotive, Insurance","Louisville, KY"
42729,Vincennes University,Certificate in Web Design and Publishing,"Vincennes, IN"
42729,Ball State University,Doctorate of Philosophy in Counseling Psychology,"Muncie, IN"
42729,Ball State University,Master of Arts in Counseling and Guidance,"Muncie, IN"
42729,Eastern Illinois University,Bachelor of Arts in Psychology,"Charleston, IL"
42729,Olney Central College,Associate in Science,"Olney, IL"
42730,THE GEORGE WASHINGTON UNIVERSITY,M.S. in Information Systems Technology,"Washington, DC"
42730,EASTERN CONNECTICUT STATE UNIVERSITY,B.A. in English,"Willimantic, CT"
42730,NORTHEASTERN UNIVERSITY,Information Technology Classes,"Boston, MA"
42731,NOVA Community College,Associate's Degree in Information Technology,"Manassas, VA"
42732,Liberty University,Bachelors in Science in Business,"Lynchburg, VA"
42733,Georgetown University,MBA in Leadership,
42733,eCornell University,Master Certificate in Systems Design and Project Leadership,
42733,George Washington University,Master's in Systems Engineering in Systems Engineering,
42733,SUNY Plattsburgh,Bachelor of Science in Finance in Finance,
42733,Clinton Community College,Associate of Science in Business Administration and Management in Business Administration and Management,
42734,University of Virginia,Masters of Science in IT Project Management,"Charlottesville, VA"
42734,Virginia State University,Masters of Science in IT Project Management,"Petersburg, VA"
42734,Virginia State University,Bachelors of Science in Business Management,"Petersburg, VA"
42735,Ridgewater College,diploma in Wireless Communications,"Willmar, MN"
42736,"Colorado State University - Fort Collins, CO",Bachelor of Science in Economics,"Fort Collins, CO"
42737,Southeast Missouri State University,Bachelor of Science in Business Administration in Human Resources Management,"Cape Girardeau, MO"
42738,WALDEN UNIVERSITY,Master of Science in Project Management,"Minneapolis, MN"
42738,WILMINGTON UNIVERSITY,Bachelor of Science in Web Information Systems,"New Castle, DE"
42738,University of Mary Hardin-Baylor,Bachelor of Business Administration in Finance,"Belton, TX"
42739,LINCOLN TECHNICAL INSTITUTE,HVAC Technician,"Mahwah, NJ"
42739,ROWAN UNIVERSITY,Bachelor of Arts in Political Science,"Glassboro, NJ"
42740,High school or equivalent,,
42741,Florida Institute of Technology,Bachelors in Computer Science,
42741,University of Mississippi,Bachelors in Journalism and English,
42742,Symbiosis Center for Distance Learning,MBA,
42742,"M.O.P. Vaishnav College - Chennai, Tamil Nadu",B.Com,"Chennai, Tamil Nadu"
42743,Montclair State University,Bachelors in Computer Science,"Montclair, NJ"
42743,Brookdale Community College,Associates,"Montclair, NJ"
42744,DeVry University,BS in Technical Management in Technical Management,"Chicago, IL"
42745,Florida State University,Bachelor of Science in Chemical Engineering,"Tallahassee, FL"
42746,University of Maryland University College,BS in Information Systems Management,"Adelphi, MD"
42746,Community College of the Air Force,Associate's in Information Technology,"Montgomery, AL"
42747,EASTLAND CAREER CENTER,Business Administration,"Groveport, OH"
42747,KENT STATE UNIVERSITY,,"Kent, OH"
42748,High school or equivalent,,
42749,Triton College,Associates in Information Technology,"River Grove, IL"
42750,Highline Community College,Associate in Hospitality and Tourism Management,"Seattle, WA"
42750,ITT Technical Institute-Seattle,Associate in Computer Science,"Seattle, WA"
42751,Longwood University,Bachelor of Science in Business Administration in Information Systems & Security,"Farmville, VA"
